Address,lat,lng
大林鎮中興路與中正路口,23.6040486,120.4542058
大林鎮中興路1段與民生路口,23.6041499,120.4544339
溪口鄉溪民路與民族東西路口,23.6042084,120.4001944
大林鎮西林里中興路與祥和路及中正路口,23.6042524,120.4523534
溪口鄉溪民路與民生路口,23.604398,120.400074
大林鎮平林里瑞德路與台1縣路口,23.6050742,120.4562599
大林三和里三和國小前,23.605254,120.487578
大林鎮祥和路與西榮路口及台一縣與甘蔗崙路口,23.6053747,120.4530242
大林鎮中學路與忠孝路569巷口,23.6063407,120.4525849
大林鎮西結里陳井寮與嘉162縣路口,23.6080363,120.4099261
大林鎮162縣與甘蔗崙路口,23.6080754,120.4540568
大林鎮三村里台一縣與嘉98縣路口,23.6206815,120.4667696
大林鎮中坑里沙崙社區－嘉104縣與嘉103縣路口,23.6206815,120.4667696
大林鎮台一縣嘉林加油站前,23.6274407,120.4686444
水上鄉台一縣下寮路口,23.6318281,120.0244654
大林鎮嘉104-2縣與麻園農場前路口,23.6321193,120.5238965
仁義路、忠明路與忠義路口,23.8064291,120.2860529
嘉49縣溪南路段,24.071843,120.643942
嘉157縣與54路口,24.084413,120.5190071
嘉168縣與嘉161縣路口,24.0844328,120.5190083
嘉170縣與161縣路口,24.1284033,120.4703818
新港鄉西庄村164縣與西庄村路口,24.1392723,120.4646985
台17縣與嘉18縣,24.1611381,120.4872181
161縣11公里,,
大同東路、 光復新路、 三安路路口圓環,,
中埔鄉台3縣往頂埔村路口,,
中莊村南鄉村路口,,
台161縣及嘉20縣交叉路口,,
台16縣與副瀨村路口,,
台17縣團結橋旁防汛道路口,,
台19縣、嘉170縣道路口,,
台61縣往布袋第2聯絡道出入口,,
台一縣與嘉168縣路口,,
民雄鄉民雄陸橋與文化路口(天才檳榔攤),,
光復路與忠孝街口,,
成功派出所前十字路口,,
新店村(電信局機房)十字路口,,
新埤派出所前三岔路口往新皮及田尾方向,,
溪口鄉嘉157縣14K 美林國小路口,,
嘉159縣與嘉68縣路口,,
嘉168與杏花酒家路口,,
嘉22縣1.5公里處(蕭府大帝牌樓前),,
臺三縣與大同1路口,,
