year,season,year_season,city,total_population,total_population_increase,births,deaths,natural_increase_rate,immigrants,emigrants,social_increase_rate,total_increase_rate
103,1,1031,宜蘭縣,"2,045,811","1,788","4,122","3,303",0.4,"23,226","22,257",0.47,0.87
103,1,1031,新竹縣,"531,723","1,237","1,355","1,049",0.58,"6,087","5,156",1.75,2.33
103,1,1031,苗栗縣,"565,693",139,"1,393","1,394",0,"4,617","4,477",0.25,0.25
103,1,1031,彰化縣,"1,294,911","-1,102","2,776","2,627",0.12,"9,179","10,430",-0.97,-0.85
103,1,1031,南投縣,"516,315",-907,795,"1,337",-1.05,"4,021","4,386",-0.71,-1.76
103,1,1031,雲林縣,"706,958",-834,"1,217","1,922",-1,"5,751","5,880",-0.18,-1.18
103,1,1031,嘉義縣,"527,721","-1,508",692,"1,537",-1.6,"4,292","4,955",-1.26,-2.86
103,1,1031,屏東縣,"851,127","-1,159","1,279","2,139",-1.01,"7,588","7,887",-0.35,-1.36
103,1,1031,台東縣,"224,675",-146,415,664,-1.11,"2,436","2,333",0.46,-0.65
103,1,1031,花蓮縣,"333,639",-258,617,898,-0.84,"4,706","4,683",0.07,-0.77
103,1,1031,澎湖縣,"100,812",412,213,232,-0.19,"1,434","1,003",4.28,4.09
103,1,1031,基隆市,"374,428",-486,480,791,-0.83,"4,428","4,603",-0.47,-1.3
103,1,1031,新竹市,"429,212",729,"1,306",678,1.46,"5,131","5,030",0.24,1.7
103,1,1031,嘉義市,"271,103",231,488,536,-0.18,"3,388","3,109",1.03,0.85
103,1,1031,福建省,"134,607","1,729",383,186,1.46,"3,180","1,648",11.38,12.84
103,1,1031,金門縣,"122,296","1,583",350,165,1.51,"2,842","1,444",11.43,12.94
103,1,1031,連江縣,"12,311",146,33,21,0.97,338,204,10.88,11.85
102,4,1024,新北市,"3,954,929","3,548","9,212","5,231",1.01,"42,886","43,319",-0.11,0.9
102,4,1024,台北市,"2,686,516","4,932","6,842","4,156",1,"35,506","33,260",0.84,1.84
102,4,1024,桃園市,"2,701,661","3,996","6,459","3,801",0.98,"31,207","29,869",0.5,1.48
102,4,1024,台中市,"1,883,208",405,"3,869","3,525",0.18,"17,794","17,733",0.03,0.21
102,4,1024,台南市,"2,779,877",631,"5,700","4,968",0.26,"29,805","29,906",-0.04,0.22
102,4,1024,高雄市,"9,234,448","1,504","19,121","17,475",0.18,"85,610","85,752",-0.02,0.16
102,4,1024,台灣省,"458,456",-124,897,914,-0.04,"4,865","4,972",-0.23,-0.27
102,4,1024,宜蘭縣,"2,044,023","3,394","4,243","2,798",0.71,"24,268","22,319",0.95,1.66
102,4,1024,新竹縣,"530,486","1,311","1,391",860,1,"5,626","4,846",1.47,2.47
102,4,1024,苗栗縣,"565,554",447,"1,451","1,142",0.55,"4,223","4,085",0.24,0.79
102,4,1024,彰化縣,"1,296,013",-647,"3,020","2,336",0.53,"8,250","9,581",-1.03,-0.5
102,4,1024,南投縣,"517,222",-762,848,"1,179",-0.64,"3,660","4,091",-0.83,-1.47
102,4,1024,雲林縣,"707,792",-782,"1,353","1,701",-0.49,"4,919","5,353",-0.61,-1.1
102,4,1024,嘉義縣,"529,229",-775,747,"1,285",-1.02,"3,955","4,192",-0.45,-1.47
102,4,1024,屏東縣,"852,286","-1,321","1,328","1,889",-0.66,"6,287","7,047",-0.89,-1.55
102,4,1024,台東縣,"224,821",-168,437,592,-0.69,"1,924","1,937",-0.06,-0.75
102,4,1024,花蓮縣,"333,897",-142,747,823,-0.23,"3,851","3,917",-0.2,-0.43
102,4,1024,澎湖縣,"100,400",884,229,184,0.45,"1,760",921,8.37,8.82
102,4,1024,基隆市,"374,914",-499,559,716,-0.42,"4,296","4,638",-0.91,-1.33
102,4,1024,新竹市,"428,483",922,"1,335",576,1.77,"4,893","4,730",0.38,2.15
102,4,1024,嘉義市,"270,872",-234,536,480,0.21,"2,833","3,123",-1.07,-0.86
102,4,1024,福建省,"132,878","1,913",401,160,1.82,"2,900","1,228",12.65,14.47
102,4,1024,金門縣,"120,713","1,789",364,152,1.77,"2,625","1,048",13.14,14.91
102,4,1024,連江縣,"12,165",124,37,8,2.39,275,180,7.84,10.23
102,3,1023,新北市,"3,951,381","5,592","8,598","4,941",0.93,"54,622","52,687",0.49,1.42
102,3,1023,台北市,"2,681,584",30,"6,176","3,906",0.85,"43,484","45,724",-0.84,0.01
102,3,1023,桃園市,"2,697,665","3,773","5,781","3,766",0.75,"38,421","36,663",0.65,1.4
102,3,1023,台中市,"1,882,803",277,"3,518","3,366",0.08,"21,410","21,285",0.07,0.15
102,3,1023,台南市,"2,779,246",154,"5,179","4,806",0.13,"37,574","37,793",-0.08,0.05
102,3,1023,高雄市,"9,232,944",-75,"17,699","17,124",0.06,"105,072","105,722",-0.07,-0.01
102,3,1023,台灣省,"458,580",-22,827,903,-0.17,"6,168","6,114",0.12,-0.05
102,3,1023,宜蘭縣,"2,040,629","3,921","3,925","2,677",0.61,"29,725","27,052",1.31,1.92
102,3,1023,新竹縣,"529,175","2,255","1,326",852,0.9,"7,716","5,935",3.37,4.27
102,3,1023,苗栗縣,"565,107",460,"1,355","1,093",0.46,"5,317","5,119",0.35,0.81
102,3,1023,彰化縣,"1,296,660","-1,308","2,782","2,288",0.38,"9,022","10,824",-1.39,-1.01
102,3,1023,南投縣,"517,984",-754,830,"1,109",-0.54,"4,421","4,896",-0.92,-1.46
102,3,1023,雲林縣,"708,574",-917,"1,222","1,736",-0.73,"5,744","6,147",-0.57,-1.3
102,3,1023,嘉義縣,"530,004","-1,022",744,"1,251",-0.96,"4,498","5,013",-0.97,-1.93
102,3,1023,屏東縣,"853,607","-1,738","1,264","1,819",-0.65,"7,528","8,711",-1.38,-2.03
102,3,1023,台東縣,"224,989",-418,399,582,-0.81,"2,460","2,695",-1.04,-1.85
102,3,1023,花蓮縣,"334,039",-429,650,800,-0.45,"5,048","5,327",-0.84,-1.29
102,3,1023,澎湖縣,"99,516",240,208,216,-0.08,"1,521","1,273",2.49,2.41
102,3,1023,基隆市,"375,413",-669,506,710,-0.54,"5,719","6,184",-1.24,-1.78
102,3,1023,新竹市,"427,561",511,"1,189",647,1.27,"6,711","6,742",-0.07,1.2
102,3,1023,嘉義市,"271,106",-185,472,441,0.11,"3,474","3,690",-0.8,-0.69
102,3,1023,福建省,"130,965","2,624",338,137,1.55,"4,004","1,581",18.67,20.22
102,3,1023,金門縣,"118,924","2,354",301,111,1.61,"3,559","1,395",18.36,19.97
102,3,1023,連江縣,"12,041",270,37,26,0.92,445,186,21.66,22.58
102,2,1022,新北市,"3,945,789","2,907","8,273","5,045",0.82,"50,275","50,596",-0.08,0.74
102,2,1022,台北市,"2,681,554","3,783","6,332","3,982",0.88,"40,067","38,634",0.53,1.41
102,2,1022,桃園市,"2,693,892","4,233","5,558","3,669",0.7,"35,135","32,791",0.87,1.57
102,2,1022,台中市,"1,882,526",157,"3,372","3,378",0,"20,338","20,175",0.09,0.09
102,2,1022,台南市,"2,779,092",156,"4,882","4,535",0.12,"33,634","33,825",-0.07,0.05
102,2,1022,高雄市,"9,233,019","-1,607","16,930","16,881",0.01,"97,413","99,069",-0.18,-0.17
102,2,1022,台灣省,"458,602",3,816,838,-0.05,"5,581","5,556",0.05,0
102,2,1022,宜蘭縣,"2,036,708","3,074","3,907","2,638",0.62,"26,785","24,980",0.89,1.51
102,2,1022,新竹縣,"526,920","1,593","1,231",861,0.7,"6,976","5,753",2.32,3.02
102,2,1022,苗栗縣,"564,647",261,"1,233","1,157",0.13,"4,742","4,557",0.33,0.46
102,2,1022,彰化縣,"1,297,968","-1,306","2,580","2,185",0.3,"8,899","10,600",-1.31,-1.01
102,2,1022,南投縣,"518,738",-995,808,"1,108",-0.58,"4,213","4,908",-1.34,-1.92
102,2,1022,雲林縣,"709,491",-778,"1,138","1,630",-0.69,"6,228","6,514",-0.4,-1.09
102,2,1022,嘉義縣,"531,026","-1,515",709,"1,262",-1.04,"4,360","5,322",-1.81,-2.85
102,2,1022,屏東縣,"855,345","-1,672","1,151","1,915",-0.89,"7,303","8,211",-1.06,-1.95
102,2,1022,台東縣,"225,407",-491,372,578,-0.91,"1,990","2,275",-1.26,-2.17
102,2,1022,花蓮縣,"334,468",-404,614,805,-0.57,"4,384","4,597",-0.64,-1.21
102,2,1022,澎湖縣,"99,276",244,211,170,0.41,"1,306","1,103",2.05,2.46
102,2,1022,基隆市,"376,082",-577,513,681,-0.45,"4,973","5,382",-1.09,-1.54
102,2,1022,新竹市,"427,050",905,"1,210",613,1.4,"6,291","5,983",0.72,2.12
102,2,1022,嘉義市,"271,291",51,437,440,-0.01,"3,382","3,328",0.2,0.19
102,2,1022,福建省,"128,341","1,879",345,158,1.46,"3,454","1,762",13.23,14.69
102,2,1022,金門縣,"116,570","1,703",303,139,1.41,"3,144","1,605",13.25,14.66
102,2,1022,連江縣,"11,771",176,42,19,1.97,310,157,13.07,15.04
102,1,1021,新北市,3942882,3577,9832,5529,1.09,41606,42332,-0.18,0.91
102,1,1021,台北市,2677771,4545,7360,4335,1.13,33630,32110,0.57,1.7
102,1,1021,桃園市,2689659,4766,6757,3902,1.06,31527,29616,0.71,1.77
102,1,1021,台中市,1882369,724,4029,3752,0.15,19901,19454,0.24,0.39
102,1,1021,台南市,2778936,277,5865,4968,0.32,31371,31991,-0.22,0.1
102,1,1021,高雄市,9234626,953,20298,18260,0.22,87783,88868,-0.12,0.1
102,1,1021,台灣省,458599,4,955,876,0.17,4846,4921,-0.16,0.01
102,1,1021,宜蘭縣,2033634,3473,4682,2859,0.9,23449,21799,0.81,1.71
102,1,1021,新竹縣,525327,1334,1485,942,1.03,5708,4917,1.51,2.54
102,1,1021,苗栗縣,564386,410,1454,1278,0.31,4491,4257,0.41,0.72
102,1,1021,彰化縣,1299274,-594,3209,2489,0.55,9076,10390,-1.01,-0.46
102,1,1021,南投縣,519733,-463,995,1221,-0.43,4049,4286,-0.46,-0.89
102,1,1021,雲林縣,710269,-722,1413,1758,-0.49,5363,5740,-0.53,-1.02
102,1,1021,嘉義縣,532541,-1182,930,1329,-0.75,4116,4899,-1.47,-2.22
102,1,1021,屏東縣,857017,-1424,1306,1981,-0.79,6808,7557,-0.87,-1.66
102,1,1021,台東縣,225898,-354,449,605,-0.69,2101,2299,-0.88,-1.57
102,1,1021,花蓮縣,334872,-318,646,796,-0.45,4217,4385,-0.5,-0.95
102,1,1021,澎湖縣,99032,189,219,216,0.03,1161,975,1.88,1.91
102,1,1021,基隆市,376659,-494,587,723,-0.36,4051,4409,-0.95,-1.31
102,1,1021,新竹市,426145,1074,1433,697,1.73,5235,4897,0.79,2.52
102,1,1021,嘉義市,271240,20,535,490,0.17,3112,3137,-0.09,0.08
102,1,1021,福建省,126462,2041,387,152,1.87,3273,1467,14.37,16.24
102,1,1021,金門縣,114867,1756,350,142,1.82,2882,1334,13.56,15.38
102,1,1021,連江縣,11595,285,37,10,2.35,391,133,22.41,24.76
101,4,1014,新北市,3939305,6244,11818,4935,1.75,42281,42920,-0.16,1.59
101,4,1014,台北市,2673226,7394,8680,3976,1.76,35063,32373,1.01,2.77
101,4,1014,桃園市,2684893,5721,8308,3582,1.76,30277,29282,0.37,2.13
101,4,1014,台中市,1881645,2001,5229,3376,0.99,17495,17347,0.08,1.07
101,4,1014,台南市,2778659,2109,7232,4483,0.99,29860,30500,-0.23,0.76
101,4,1014,高雄市,9233673,7050,24844,16527,0.9,82619,83886,-0.14,0.76
101,4,1014,台灣省,458595,163,1107,921,0.41,5117,5140,-0.05,0.36
101,4,1014,宜蘭縣,2030161,4445,5631,2517,1.54,22330,20999,0.66,2.2
101,4,1014,新竹縣,523993,1617,1696,807,1.7,5395,4667,1.39,3.09
101,4,1014,苗栗縣,563976,963,1743,1061,1.21,4181,3900,0.5,1.71
101,4,1014,彰化縣,1299868,422,3982,2137,1.42,8047,9470,-1.09,0.33
101,4,1014,南投縣,520196,-178,1210,1078,0.25,3718,4028,-0.6,-0.35
101,4,1014,雲林縣,710991,-50,1870,1624,0.35,4735,5031,-0.42,-0.07
101,4,1014,嘉義縣,533723,-455,1130,1236,-0.2,4515,4864,-0.65,-0.85
101,4,1014,屏東縣,858441,-982,1795,1878,-0.1,5936,6835,-1.05,-1.15
101,4,1014,台東縣,226252,-369,520,635,-0.51,1813,2067,-1.12,-1.63
101,4,1014,花蓮縣,335190,-141,807,801,0.02,3617,3764,-0.44,-0.42
101,4,1014,澎湖縣,98843,739,272,196,0.77,1588,925,6.71,7.48
101,4,1014,基隆市,377153,-384,718,668,0.13,4070,4504,-1.15,-1.02
101,4,1014,新竹市,425071,1379,1790,559,2.9,4722,4574,0.35,3.25
101,4,1014,嘉義市,271220,-119,573,409,0.6,2835,3118,-1.04,-0.44
101,4,1014,福建省,124421,2633,442,157,2.31,3443,1095,18.99,21.3
101,4,1014,金門縣,113111,2260,398,149,2.21,2979,968,17.88,20.09
101,4,1014,連江縣,11310,373,44,8,3.22,464,127,30.1,33.32
101,3,1013,新北市,3933061,16610,29029,15345,3.49,156566,153640,0.75,4.23
101,3,1013,台北市,2665832,14864,20818,12603,3.09,130931,124282,2.5,5.59
101,3,1013,桃園市,2679172,14778,20016,11435,3.21,108457,102260,2.32,5.53
101,3,1013,台中市,1879644,2684,12523,10495,1.08,26944,62288,0.35,1.43
101,3,1013,台南市,2776550,2080,17731,14462,1.18,108692,109881,-0.43,0.75
101,3,1013,高雄市,9226623,-1507,61668,52422,1,297749,308052,-1.12,-0.11
101,3,1013,台灣省,458432,-629,2823,2555,0.58,17020,17917,-1.96,-1.37
101,3,1013,宜蘭縣,2025716,12411,14235,8460,2.86,80450,73814,3.29,6.15
101,3,1013,新竹縣,522376,4735,4508,2583,3.7,19944,17134,5.4,9.11
101,3,1013,苗栗縣,563013,1003,4464,3471,1.77,14320,14310,0.02,1.78
101,3,1013,彰化縣,1299446,-3593,9676,7233,1.88,28479,34515,-4.64,-2.76
101,3,1013,南投縣,520374,-2433,2846,3464,-1.18,13504,15319,-3.48,-4.66
101,3,1013,雲林縣,711041,-2515,4297,5056,-1.07,18462,20218,-2.47,-3.53
101,3,1013,嘉義縣,534178,-3754,2759,3851,-2.04,13876,16548,-4.98,-7.02
101,3,1013,屏東縣,859423,-5106,4490,5849,-1.58,22982,26729,-4.35,-5.92
101,3,1013,台東縣,226621,-1669,1338,1790,-1.99,6497,7714,-5.35,-7.34
101,3,1013,花蓮縣,335331,-1507,1975,2366,-1.16,13490,14606,-3.32,-4.48
101,3,1013,澎湖縣,98104,947,706,632,0.76,4422,3549,8.94,9.7
101,3,1013,基隆市,377537,-2390,1681,2013,-0.88,14930,16988,-5.43,-6.31
101,3,1013,新竹市,423692,3640,4371,1808,6.08,18750,17673,2.55,8.63
101,3,1013,嘉義市,271339,-187,1499,1291,0.77,10623,11018,-1.46,-0.69
101,3,1013,福建省,121788,7799,1143,453,5.85,11629,4520,60.3,66.16
101,3,1013,金門縣,110851,6968,1033,422,5.69,10305,3948,59.21,64.9
101,3,1013,連江縣,10937,831,110,31,7.51,1324,572,71.47,78.98
101,2,1012,新北市,3926188,9737,18999,10321,2.21,99845,98786,0.27,2.48
101,2,1012,台北市,2663263,12295,13743,8567,1.95,83911,76792,2.68,4.63
101,2,1012,桃園市,2674359,9965,13333,7805,2.07,69696,65259,1.66,3.73
101,2,1012,台中市,1878795,1835,8135,7072,0.57,41022,40250,0.41,0.98
101,2,1012,台南市,2775482,1012,11727,9720,0.72,68878,69873,-0.36,0.36
101,2,1012,高雄市,9225260,-2420,40817,35765,0.55,189623,197095,-0.81,-0.26
101,2,1012,台灣省,458616,-445,1911,1732,0.39,10285,10909,-1.36,-0.97
101,2,1012,宜蘭縣,2020103,6798,9430,5837,1.78,49701,46496,1.59,3.37
101,2,1012,新竹縣,520234,2593,3005,1793,2.34,12350,10969,2.66,5
101,2,1012,苗栗縣,562684,674,2950,2420,0.94,9226,9082,0.26,1.2
101,2,1012,彰化縣,1300618,-2421,6343,4897,1.11,18914,22781,-2.97,-1.86
101,2,1012,南投縣,521218,-1589,1885,2356,-0.9,8890,10008,-2.14,-3.04
101,2,1012,雲林縣,711887,-1669,2853,3484,-0.89,12352,13390,-1.46,-2.34
101,2,1012,嘉義縣,535045,-2897,1834,2629,-1.48,8999,11101,-3.92,-5.4
101,2,1012,屏東縣,861373,-3156,2940,3896,-1.11,15044,17244,-2.55,-3.66
101,2,1012,台東縣,227194,-1096,882,1203,-1.41,4129,4904,-3.4,-4.81
101,2,1012,花蓮縣,336020,-818,1309,1604,-0.88,8697,9220,-1.55,-2.43
101,2,1012,澎湖縣,97724,567,465,451,0.14,2692,2139,5.68,5.82
101,2,1012,基隆市,378301,-1626,1121,1361,-0.63,9304,10690,-3.66,-4.29
101,2,1012,新竹市,422554,2502,2883,1250,3.88,12082,11213,2.06,5.94
101,2,1012,嘉義市,271689,163,1006,852,0.57,6958,6949,0.03,0.6
101,2,1012,福建省,118400,4411,754,304,3.87,6986,3025,34.09,37.96
101,2,1012,金門縣,108147,4264,686,284,3.79,6452,2590,36.43,40.22
101,2,1012,連江縣,10253,147,68,20,4.72,534,435,9.73,14.44
101,1,1011,新北市,3920761,4310,9115,5402,0.95,47645,47048,0.15,1.1
101,1,1011,台北市,2656512,5544,6559,4527,0.76,40129,36617,1.32,2.09
101,1,1011,桃園市,2668799,4405,6447,4135,0.87,34156,32063,0.78,1.65
101,1,1011,台中市,1877778,818,4008,3749,0.14,21376,20817,0.3,0.44
101,1,1011,台南市,2774586,116,5702,5052,0.23,34785,35319,-0.19,0.04
101,1,1011,高雄市,9224343,-3337,19894,18762,0.12,92986,97455,-0.48,-0.36
101,1,1011,台灣省,458611,-450,930,898,0.07,4918,5400,-1.05,-0.98
101,1,1011,宜蘭縣,2015933,2628,4608,3092,0.75,23650,22538,0.55,1.3
101,1,1011,新竹縣,518831,1190,1471,912,1.08,6018,5387,1.22,2.29
101,1,1011,苗栗縣,562259,249,1404,1321,0.15,4608,4442,0.3,0.44
101,1,1011,彰化縣,1301506,-1533,3103,2573,0.41,9781,11844,-1.59,-1.18
101,1,1011,南投縣,521902,-905,919,1198,-0.53,4205,4831,-1.2,-1.73
101,1,1011,雲林縣,712747,-809,1414,1865,-0.63,6096,6454,-0.5,-1.14
101,1,1011,嘉義縣,536373,-1569,879,1377,-0.93,4486,5557,-2,-2.93
101,1,1011,屏東縣,862946,-1583,1444,1991,-0.63,7936,8972,-1.2,-1.83
101,1,1011,台東縣,227772,-518,447,626,-0.79,2121,2460,-1.49,-2.27
101,1,1011,花蓮縣,336485,-353,637,829,-0.57,4536,4697,-0.48,-1.05
101,1,1011,澎湖縣,97452,295,227,243,-0.16,1402,1091,3.19,3.03
101,1,1011,基隆市,379021,-906,521,721,-0.53,4217,4923,-1.86,-2.39
101,1,1011,新竹市,421041,989,1383,665,1.71,5644,5373,0.64,2.35
101,1,1011,嘉義市,271464,-62,507,451,0.21,3368,3486,-0.43,-0.23
101,1,1011,福建省,116489,2500,354,169,1.59,3777,1462,19.87,21.46
101,1,1011,金門縣,106358,2475,322,160,1.52,3550,1237,21.75,23.27
101,1,1011,連江縣,10131,25,32,9,2.27,227,225,0.2,2.47
100,4,1004,新北市,3916451,6365,9820,4736,1.3,40420,39139,0.33,1.63
100,4,1004,台北市,2650968,10869,6712,3698,1.14,34921,27066,2.96,4.1
100,4,1004,桃園市,2664394,4566,6773,3586,1.2,27855,26476,0.52,1.71
100,4,1004,台中市,1876960,929,4049,3377,0.36,16779,16522,0.14,0.49
100,4,1004,台南市,2774470,1313,5936,4495,0.52,27434,27562,-0.05,0.47
100,4,1004,高雄市,9227680,1056,20667,16395,0.46,78004,81220,-0.35,0.11
100,4,1004,台灣省,459061,-271,961,835,0.27,4096,4493,-0.86,-0.59
100,4,1004,宜蘭縣,2013305,3137,4891,2559,1.16,20332,19527,0.4,1.56
100,4,1004,新竹縣,517641,991,1514,791,1.4,4995,4727,0.52,1.91
100,4,1004,苗栗縣,562010,715,1375,996,0.67,4286,3950,0.6,1.27
100,4,1004,彰化縣,1303039,-153,3246,2252,0.76,8285,9432,-0.88,-0.12
100,4,1004,南投縣,522807,-684,911,1080,-0.32,3661,4176,-0.99,-1.31
100,4,1004,雲林縣,713556,-689,1476,1595,-0.17,4806,5376,-0.8,-0.97
100,4,1004,嘉義縣,537942,-837,887,1207,-0.59,3845,4362,-0.96,-1.56
100,4,1004,屏東縣,864529,-1616,1438,1993,-0.64,5836,6897,-1.23,-1.87
100,4,1004,台東縣,228290,-341,452,525,-0.32,1704,1972,-1.17,-1.49
100,4,1004,花蓮縣,336838,-140,765,746,0.06,3542,3701,-0.47,-0.41
100,4,1004,澎湖縣,97157,378,253,217,0.37,1195,853,3.52,3.89
100,4,1004,基隆市,379927,-720,516,661,-0.38,4061,4636,-1.51,-1.9
100,4,1004,新竹市,420052,1518,1505,549,2.28,4919,4357,1.34,3.61
100,4,1004,嘉義市,271526,-232,477,389,0.32,2441,2761,-1.18,-0.85
100,4,1004,福建省,113989,1867,325,128,1.73,2723,1053,14.65,16.38
100,4,1004,金門縣,103883,1819,295,113,1.75,2544,907,15.76,17.51
100,4,1004,連江縣,10106,48,30,15,1.48,179,146,3.27,4.75
100,3,1003,新北市,3910086,6341,8877,4510,1.12,58237,56263,0.5,1.62
100,3,1003,台北市,2640099,33652,6644,3649,1.13,49978,19321,11.61,12.74
100,3,1003,桃園市,2659828,17044,6100,3335,1.04,38498,24219,5.37,6.41
100,3,1003,台中市,1876031,8958,3610,3233,0.2,23074,14493,4.57,4.77
100,3,1003,台南市,2773157,13604,5572,4410,0.42,40233,27791,4.49,4.91
100,3,1003,高雄市,9226624,63869,19533,15798,0.4,106853,46719,6.52,6.92
100,3,1003,台灣省,459332,2635,898,796,0.22,6073,3540,5.51,5.73
100,3,1003,宜蘭縣,2010168,18103,4588,2353,1.11,29481,13613,7.89,9
100,3,1003,新竹縣,516650,5565,1374,760,1.19,7283,2332,9.58,10.77
100,3,1003,苗栗縣,561295,3756,1371,1005,0.65,5241,1851,6.04,6.69
100,3,1003,彰化縣,1303192,5495,3170,2157,0.78,9968,5486,3.44,4.22
100,3,1003,南投縣,523491,2715,873,1084,-0.4,4535,1609,5.59,5.19
100,3,1003,雲林縣,714245,3535,1333,1498,-0.23,5980,2280,5.18,4.95
100,3,1003,嘉義縣,538779,3152,952,1181,-0.43,4718,1337,6.28,5.85
100,3,1003,屏東縣,866145,3388,1364,1861,-0.57,7813,3928,4.49,3.92
100,3,1003,台東縣,228631,1388,430,580,-0.66,2415,877,6.73,6.07
100,3,1003,花蓮縣,336978,2221,640,759,-0.35,5105,2765,6.94,6.59
100,3,1003,澎湖縣,96779,1198,201,194,0.07,1559,368,12.31,12.38
100,3,1003,基隆市,380647,2712,506,617,-0.29,5743,2920,7.42,7.13
100,3,1003,新竹市,418534,5320,1331,527,1.92,7198,2682,10.79,12.71
100,3,1003,嘉義市,271758,2686,502,426,0.28,3741,1131,9.6,9.88
100,3,1003,福建省,112122,3376,351,153,1.77,3725,547,28.34,30.11
100,3,1003,金門縣,102064,3133,317,138,1.75,3470,516,28.94,30.69
100,3,1003,連江縣,10058,243,34,15,1.89,255,31,22.27,24.16
100,2,1002,新北市,3903745,5515,1266,1684,-0.11,18495,18001,0.13,1.41
100,2,1002,台北市,2635766,32649,5997,4001,0.76,45751,15098,11.63,12.39
100,2,1002,桃園市,2655456,15324,5701,3782,0.72,36502,23097,5.05,5.77
100,2,1002,台中市,1874724,8786,3433,3391,0.02,22968,14224,4.66,4.68
100,2,1002,台南市,2772461,11203,5001,4785,0.08,36824,25837,3.96,4.04
100,2,1002,高雄市,9228624,54570,18301,17285,0.11,97639,44085,5.8,5.91
100,2,1002,台灣省,459349,1886,837,878,-0.09,4857,2930,4.2,4.11
100,2,1002,宜蘭縣,2005795,15422,4481,2744,0.87,25805,12120,6.82,7.69
100,2,1002,新竹縣,515044,4942,1334,885,0.87,6653,2160,8.72,9.59
100,2,1002,苗栗縣,560813,3059,1186,1173,0.02,4965,1919,5.43,5.45
100,2,1002,彰化縣,1304216,4635,2737,2363,0.29,9567,5306,3.27,3.56
100,2,1002,南投縣,524426,2364,851,1122,-0.52,4371,1736,5.02,4.5
100,2,1002,雲林縣,715288,3360,1334,1656,-0.45,6271,2589,5.15,4.7
100,2,1002,嘉義縣,540059,2863,846,1240,-0.73,4836,1579,6.03,5.3
100,2,1002,屏東縣,868827,2788,1270,1921,-0.75,7310,3871,3.96,3.21
100,2,1002,台東縣,229420,1236,405,600,-0.85,2299,868,6.24,5.39
100,2,1002,花蓮縣,337557,1670,593,788,-0.58,4531,2666,5.52,4.94
100,2,1002,澎湖縣,96597,645,163,234,-0.74,1059,343,7.41,6.67
100,2,1002,基隆市,381770,2410,479,675,-0.51,5103,2497,6.83,6.32
100,2,1002,新竹市,417335,4722,1323,596,1.74,6460,2465,9.57,11.31
100,2,1002,嘉義市,272128,2568,462,410,0.19,3552,1036,9.25,9.44
100,2,1002,福建省,109701,2446,303,138,1.5,2793,512,20.79,22.29
100,2,1002,金門縣,99691,2244,262,126,1.36,2606,498,21.15,22.51
100,2,1002,連江縣,10010,202,41,12,2.9,187,14,17.28,20.18
100,1,1001,新北市,3898230,31712,7201,5601,0.41,50065,19953,7.72,8.13
100,1,1001,台北市,2627677,32223,5779,4640,0.43,45257,14173,11.83,12.26
100,1,1001,桃園市,2651152,13818,5453,4212,0.47,35153,22576,4.74,5.21
100,1,1001,台中市,1872933,6220,3116,3940,-0.44,21820,14776,3.76,3.32
100,1,1001,台南市,2772834,10446,4902,5155,-0.09,36206,25507,3.86,3.77
100,1,1001,高雄市,9234896,49314,17739,19375,-0.18,91862,40912,5.52,5.34
100,1,1001,台灣省,460036,1998,848,981,-0.29,5018,2887,4.63,4.34
100,1,1001,宜蘭縣,2002925,13532,4081,3222,0.43,23514,10841,6.33,6.76
100,1,1001,新竹縣,513838,4142,1259,1022,0.46,5962,2057,7.6,8.06
100,1,1001,苗栗縣,560802,2814,1152,1351,-0.35,4771,1758,5.37,5.02
100,1,1001,彰化縣,1305744,4319,2680,2577,0.08,10107,5891,3.23,3.31
100,1,1001,南投縣,525553,2196,842,1292,-0.86,4202,1556,5.03,4.17
100,1,1001,雲林縣,716457,3102,1299,1729,-0.6,5717,2185,4.93,4.33
100,1,1001,嘉義縣,541637,2587,892,1417,-0.97,4523,1411,5.75,4.78
100,1,1001,屏東縣,871462,2840,1282,2098,-0.94,7628,3972,4.2,3.26
100,1,1001,台東縣,230140,1234,459,624,-0.72,2200,801,6.08,5.36
100,1,1001,花蓮縣,338276,1720,605,844,-0.71,4234,2275,5.79,5.08
100,1,1001,澎湖縣,96789,639,193,265,-0.74,1013,302,7.35,6.61
100,1,1001,基隆市,382865,2011,474,772,-0.78,4301,1992,6.03,5.25
100,1,1001,新竹市,416191,3964,1210,667,1.3,5492,2071,8.22,9.52
100,1,1001,嘉義市,272181,2216,463,514,-0.19,3180,913,8.33,8.14
100,1,1001,福建省,108156,1826,307,180,1.17,2138,439,15.71,16.88
100,1,1001,金門縣,98186,1628,280,173,1.09,1927,406,15.49,16.58
100,1,1001,連江縣,9970,198,27,7,2.01,211,33,17.85,19.86
99,4,994,台北市,2618772,9849,5155,3834,0.5,42334,33806,3.26,3.76
99,4,994,高雄市,1529947,502,3009,2351,0.43,18739,18895,-0.1,0.33
99,4,994,台灣省,18906096,4422,35615,30468,0.27,191877,192602,-0.04,0.23
99,4,994,新北市,3897367,4764,7155,4645,0.64,46787,44533,0.58,1.22
99,4,994,宜蘭縣,460486,-193,918,856,0.13,4477,4732,-0.55,-0.42
99,4,994,桃園縣,2002060,-258,4070,2617,0.73,21452,23163,-0.85,-0.13
